"business_id","date","review_id","stars","text","type","user_id","votes_cool","votes_funny","votes_useful","name","categories","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"laXUQEKQ4kAO_V7lF2KvGg","2012-02-29","w1sGwrpJgBTnhQLs9N8xJw",4,"After passing Central Coffee Company for three years I finally decided to give it a shot. The parking lot was very intimidating in my SUV but whatever. I was running in prior to work so I did not see all of the cafe, but what I did see was very nice. I liked how laid back it felt, very cozy. Per all the raves I ordered the Central Shorty and got my GF and blueberry muffin to go. My shorty was excellent, like I said in a previous review I am not a fan of cappuccino's but this had me reconsidering the beverage. My GF said the muffin was the BEST muffin she has ever had. I am eager to return to Central Coffee Company, its always nice to have another great cafe within a few miles of work.","review","fSmJ5hc1zygeo89Dnsp2nQ",0,0,0,"Central Coffee Company","Food,Coffee & Tea",1,2,1,1,3,1,3,3,1,6
"_-PU0gOesYm38B1FZY4SLg","2014-06-03","XTYExM-aWSkbLxG4nuhRwg",5,"This Starbucks gets five stars just for being open 24 hours every day of the week. I was just recently told by someone that this location was inside the Westin and it was open 24/7. The staff is friendly and attentive also.","review","6DuBPBgCN6YMowFwrp_P5g",1,1,1,"Starbucks","Food,Coffee & Tea",0,1,0,0,1,0,0,2,0,2
"4YSYFo4uzMOvxVb6VaSXDA","2014-09-20","F3X_OVHO0nX4sk-69UfGPg",4,"I'm new at this so...Overall the food was very good..and reasonabley priced...the menu could of been better explained other than that it was very enjoyable.","review","rNhWXeDuDk_g0ZppOr8CSw",0,0,1,"Cafe Delhi","Food,Coffee & Tea,Indian,Cafes,Restaurants",0,1,0,0,2,0,1,2,0,2
"3OF6i6LTzRXpwNgodv7aeQ","2014-11-05","hR4U9qil8zOoC9c7vrgzOw",5,"Back again for a great breakfast burrito and a cup of their excellent coffee.  Y'all come by - I'll see you here. Richard
November 2014. And the place is still as good as ever","review","qLbbFz8_-xoBlv032vfxug",1,0,0,"Press Coffee Roasters","Food,Coffee & Tea",0,1,0,0,2,0,1,2,0,3
"l1MZjZK2tLxfFRB62lQmsg","2011-05-21","b5f73vGq3pTnJJ398GXyFg",4,"Coconut coffee, that actually tastes like coconut","review","Ep2bE0lPEJMcJfts8r8NHw",1,0,1,"Coffee Rush","Food,Coffee & Tea",0,0,0,0,0,0,0,0,0,0
"ab2GBKl9dwPBGj_M0dliJA","2012-08-05","YxHz_DKhGPBz6KKdAQHWmQ",3,"This Starbucks is not my favorite in the area, but it is not bad if you happen to be in the Stonecrest area.  It is located in the section where Shoe In, Claire's and the Orthodontist  are located.  The set-up/layout of the shop is not as nice as some of the other Starbucks in the area.  I generally prefer the one at Providence Commons when I am going to meet friends for coffee.","review","s9I4KMcrHKki44g_eTrYqQ",0,0,1,"Starbucks","Food,Coffee & Tea",1,1,1,1,1,1,0,2,1,2
"Ak4s2gS-jx8iW33jY4u3jA","2012-02-01","L0lze9WVvIGY3JXFSKHX9A",4,"Great selection of teas.  A very clean and comfortable space with nice plants.  Highly recommended as a place to meet a friend or to study.  The staff is very friendly and helpful.  The food is very good, although I mostly buy the tea.","review","J_q8jN623uew8ZzMChXBCA",0,0,1,"Té Cafe","Food,Coffee & Tea",0,2,0,0,6,0,1,6,0,7
"QLiuMn911qIKSrtovtX1Fw","2012-02-26","Fnpyv45sVgK2W-4lRaDghA",2,"Call me a coffee snob, I don't care - but when I order a cappuccino, I want a cappuccino, and a cappuccino I didn't get. I got a latte, instead. This puts me in an awkward position. Do I return the cappuccino? It costs a lot. I ended up drinking it. As a former barista myself, cappuccinos can be tricky to make - but a little practice can turn out the real deal with frothy perfection. 

The next time I went to the Victory was another meh moment. I fully appreciate the Victory's support and stand against the present Governor's autrocities - however, I do like looking out the window to watch life passing by. There's too many signs, and not all of them are that attractive. Sometimes, you just need a break from life - and yes, we are having hard times right now - but do I have to be reminded by the barrage of signs when all I want to do is enjoy my cup of coffee, do a little people watching, and see what's going on from that corner in the neighborhood? One or two signs would be good enough. There's too much of a coolness factor, too. Lots of ""hipsters"" hanging out there, who will give you icy stares if you so much as look at them. Guess I'm not ""hipster"" enough. Which is really kind of weird. Madison is not really a completely friendly place, anyways - but it is very apparent for some reason in the Victory.

I ordered coffee this time - and it was very delicious, but I would have liked more. There's no indication that you can get a refill, and there are no prices anywhere. In fact, there is no menu. It's hard to tell what the beverage choices are and how much it is going to set you back. I was delighted to see gluten free goodies, but alas, no one there knew what the exact ingredients are - and so I couldn't order any of them, having more than one allergy myself. It's kind of ironic - they're so pro-working class, and yet they don't list prices, which any working class person would want to know before spending his or her hard earned money, and meanwhile, there are a bunch of  cool cats hanging out at the tiny tables, saying ""look at me, aren't I cool"" while evaluating everybody else with icy looks. Very entertaining in a way, but not on my dime next time.","review","cMfvLtBnyXo5xlm9IB-8Og",0,0,0,"The Victory","Food,Coffee & Tea",3,16,3,3,14,2,8,14,5,23
"qMLP5QVgpo5jDqA9H1W2Rg","2013-04-27","wkJeTJ4349wY99sqUI6Aeg",4,"I've been to this place only a handful of times.

The people in the drive -thru have always been very nice and helpful too. 

The reason I like this place is they offer drinks with coconut milk! I think more coffee places need to do this! 

I'm trying to cut dairy out and I think this place is great for giving me another option to the regular cup of joe. 

It's a little pricey. Especially for their coffee. But it's not bad for every once in awhile.","review","OrMY-AG_Cx10WD4xDeQAUg",0,0,0,"Dutch Bros Coffee","Food,Coffee & Tea",1,0,1,1,1,1,0,1,1,5
"2Bd3gy5lmINZ-2QxXVRLdA","2012-01-11","8VSk49-mqoGIwR-owFSA6A",5,"awesome chai here!! also the americano was amazing!!  great coffee spot...","review","fnO1oH3N5QMG-PvHA4F-VA",0,0,0,"Blue Sky Java","Food,Coffee & Tea,Internet Cafes",0,0,0,0,0,0,0,0,0,0
"rps5P0fU_jADKrcULxYq-g","2014-01-22","q0oHj4ICIIkhpLx1HKxOaA",2,"Eh... Was going to order waffles but they had no ice cream, so I went with the avocado drink. Ummmm... No bueno. Too much ice, no flavor, and I don't think the avocado was ripe enough. I make avocado drinks and it should turn somewhat green. My drink was a pale green yellow. The lady was nice so I gave her a star and then another star for the drink. Absolute fail. Sorry guys... Just speaking the truth. Make the avacado drink more milky less icy. Or just don't call it a smoothie cause it's far from that.","review","eBDGRKjOK5y_mMpWBAqMEg",0,0,0,"Tiabi Coffee & Waffle","Food,Desserts,Coffee & Tea,Cafes,Restaurants",0,2,0,0,4,0,1,4,0,7
"KD1vk9C94vKc8Pr_gF6VHg","2014-01-29","UXocw0CBY7cwcrox6iD0Sw",2,"We came to Cafe Turquaz tonight for book group because we were looking for a good spot with teas, coffees, and food in this area. The staff were friendly and accommodating of our large group that kept expanding. I think that they excel in Turkish coffee and teas, but they fall down a bit in terms of the food. The baklava I had didn't seem the freshest or most tasty, but the nachos that others had looked completely underwhelming and left a bit to be desired. The cafe seems to have somewhat Turkish decor and furniture, but it's not too warm or comfy. It'll do for a Turkish coffee I think, but I'd rather go other places in town next time.","review","gxNLfuOCnHrH5kVVWhFDiQ",0,0,2,"Café Turquaz","Food,Juice Bars & Smoothies,Coffee & Tea,Restaurants,Turkish",0,4,0,0,5,1,2,5,1,9
"wlgcuh3b49oRfVe2LQYTRA","2012-09-16","U0O0R1d_sERda7eDsi3wmA",4,"Friendly service and great food! Tucked away just down the street from my home, I lived in the neighborhood 2 years before I discovered this breakfast/lunch gem! I recommend this place to anyone who enjoys a good breakfast in a relaxed atmosphere. Reasonably priced with homey decor and a staff that knows how to treat people like people.","review","ohqcbH-8ZGut8VZMNx-ZmA",0,0,0,"Temptations Cafe","Food,Coffee & Tea,American (Traditional),Cafes,Restaurants",1,4,1,1,5,1,2,5,1,8
"x6VwVUJk26JUVN9hgGDeNg","2012-06-12","73HJaZ2d67TkzvLuBVfLXg",4,"I have fond memories of La Petite Marche because I was taken here by an old friend before I had even moved to Montreal. We were seated outside on their lovely little terrasse and I was perusing the menu with difficulty. After all, it was in francais, and I am, much to some people's dismay, a whole lotta anglophone. As I people watched the babes passing by on a lovely summer day, my cafe au lait soon arrived and it was the size of my head. Glorious! Thankfully, after consuming this delicious brunch bevie, I still had room for my ginormous breakfast. Holy moly...eggs, fruit, meat, toast...it's goodness all over the place! Since my first encounter with LPM, I've returned many times...to sit outside and enjoy the lovely weather, or inside to adore the gorgeous artwork that adorns the walls. It's really quite a beautiful spot on the bustling street of St. Denis where happy people succumb to the age-old dilemma of eating large amounts of food because their eyes are simply bigger than their stomachs. And, amen to that!","review","bm_svvfcAYI-RgKoHdXkWQ",3,4,3,"La Petite Marche","Food,Breakfast & Brunch,Coffee & Tea,Restaurants",2,8,0,2,14,5,5,10,3,17
"HgWv_Tb1vlz-iMQAQ2OhuA","2013-07-27","6jeRfJhOYrfM1104j0pO4Q",2,"Here's the deal. I am a big fan of Starbucks. But Holley's is much closer to my house. I've tried them 3 or 4 times. My typical drink is a triple espresso on ice. The first time I ordered one I was charged about $2.95. I pay $2.54 at Starbucks (with my 10 cent cup discount). Okay, I get it, no big deal. The next time I ordered the same drink the cost was $3.24 ish. I asked about the difference and the gal explained to me that it's because I asked for ice in my espresso making it an Americano. She did go ahead and lower the price back to $2.95 (ish). 

3rd times a charm... meet my roommate there. I have my little dog with me. I realize that they probably do not allow dogs. Before I can order or receive a greeting I was told sternly that the dog can't stay. No big deal, we can sit outside. I order my triple and yep... $3.24 (70 cents more than Starbucks). I mention that I do not understand how the ice makes the drink an Americano. The gal gives me some explanation that honestly I think it's B.S. 

The thing is... When I walk into Starbucks, they know me... the greet me... they are friendly... 

At Holley's I do not feel welcomed or valued. I would expect more from a local coffee house. They come across uppity to me. I will drive the extra 3 or so miles for good service, a good price, consistency, and a good cup of coffee at Starbucks.","review","-hSPEG8ByewUfLVGVShaLg",0,0,1,"Holley's Cuppa","Food,Bakeries,Coffee & Tea,Juice Bars & Smoothies",0,9,0,0,7,1,6,8,1,13
"tAmevVP8B7PiWxcJ0PlYVA","2013-08-07","G5Qj2Ilc69BW0TWeM1aHxw",5,"So my body has the same aversion to the lactose in ice cream as it has to people who use the word 'kewl'.   But Churn is worth the physical punishment.  This has to be the cutest ice cream shop I have ever been to.  The ice cream is made all in house and the chocolate chip cookie I had mine with tasted like my grand mammy made it.  It competes for the best chocolate chip cookie I've ever had.  That's how serious this is people.  

It's a small shop but there is seating out back and they get you in and out really quick so don't let a line detour you.  It's also in the same spot as a bunch of awesome hip restaurants.  So let this be your last stop after Il Postino, Windsor or Federal Pizza.  Look at me planning your next date for you. You're welcome.","review","KxURgmiUbuHhAtdEJu4bvw",4,7,3,"Churn","Food,Ice Cream & Frozen Yogurt,Coffee & Tea,Desserts",2,6,2,2,5,0,3,4,3,8
"vW4G1hwiW6LkuhAfbeRfqg","2014-07-25","YZY5fP8_-QbbNa3SNnohbg",5,"délicieux!

the BEST FRENCH DIP in the world!  
so large that i wish we had split it b/c we were not hungry for dinner @ our favorite restaurant Mon Ami Gabi

opt for the coleslaw as a side

service was subpar but it was okay because they were very nice and friendly

*would we return? heck yes!  when staying at the Paris we were given a $25 food credit for each room!","review","YyopCPMQeaAg4mTkow2R3Q",0,0,0,"Le Cafe Ile Saint Louis","Food,Coffee & Tea,Breakfast & Brunch,French,Restaurants",0,2,0,0,3,0,0,4,2,5
"R924yJNNRIbkQ2ju1M5NWg","2011-06-15","0bXq_gDHlnlhVwJdmUH_oQ",2,"Buddies and I were in Pitt because the Mets were in town that weekend. We saw the game last night and as usual the Mets lost. We slept in and decided to get breakfast. The diner near the fish market had a really long line and we could not find street parking.

So, we mobile yelped and found J'eet. The setting and building reminded us of Brooklyn. I was sick and in a grumpy mood once again. I wanted to be on the road to get back home.

When we wanted a great satisfying breakfast to end our short trip of Pitt became Lunch. We all ordered the pre-fixed breakfast brunch. The fruit salad is actually fruit cocktail form the can. Then waited half an hour for our egg entrees to come out. 3 of our plates we just luke warm. The potatoes was under cooked. Then table of 4 which was seated after us already left once we finished out entree. Then we waited another 30 for our crepes to come out. 

As we were waiting for our crepes to come out we complained and they acknowledged that they were slow on our order. The waiter didn't charge us for the up-sell for the specialty crepes. Whoa 4 bucks. 

I felt disrespected having to wait almost 2 hours for breakfast. It's wrong to see people seated half an hour we've been there leave happily full. And to see crepes that we ordered go to other tables was the icing on the pancake. 

I will never come here again. The food is less than average and the wait is miserable.","review","fTabOqgsip3Cc6aGJ6SiIg",0,0,0,"Jeet","Food,Coffee & Tea,Creperies,Restaurants",2,4,3,0,3,5,2,4,8,10
"bElcA8EVG74VKKmAm2QLeg","2010-11-17","d8cdVr7KBu4EiDy5s_MdjQ",3,"The coffee is good.  The store itself is a bit dirty and I like places that are real houses converted to coffee houses.  Not everyone can do that but this place is just ordinary.  They do encourage you to hang around for a while and use their free wi-fi, the chains just want you in and out!","review","3Lj4_96xu38YZHlS7k5xNQ",0,0,0,"Coffee Cove","Food,Coffee & Tea",0,2,1,0,2,0,1,3,1,4
"3W_K2wmNQPETDZkfmk9G2Q","2014-07-23","YGz9rxpvSDy1EtoobT8dUA",4,"Cute, spacious yogurt shop right by Fountain park. There were many delicious flavors to choose from & topping choices too!  My favorite thing about the place was the patio. I loved the view in the patio area! It was a nice place to relax and enjoy our refreshing treats overlooking the fountain and the beautiful park!","review","iaXbM4fBynXtUGxs7p-GIg",1,1,1,"Oyo Frozen Yogurt","Food,Ice Cream & Frozen Yogurt,Coffee & Tea",0,1,0,0,4,0,0,2,0,7
"kc2BVXCX6GA3DVrMKERbGw","2014-12-09","-a4zEGMVI89Avsve32dgaQ",4,"Love Dutch Bros coffee. They actually know how to make some drinks that stump Starbucks people. I wish they had some indoor seating (or at least power outlets) though, and wifi. I'd hang out here more. Most of my time spent waiting is because the baristas are chatty with everyone. I don't mind it so much but when you're in a hurry, it can be annoying. Also, I posted a picture of one of the employees having a meeting with another. I don't know who they are, other than workers, since they at least have the tshirt. Dude's showing crack. Of all the tables and seats he could have picked, he picked the one that shows me his back. Gross and unprofessional. I get you're trying to be hip and cool but have some class too. A belt and better fitting shirt isn't gonna kill your cool look. Also, be aware of your surroundings and sit so you don't present your crack to customers, much less female ones.

Too long of wait times, no indoor seating/power outlets/wifi, and employee showing crack lost you a star on this review guys. Other than that, I like your coffee, the convenience of this location, and your dog-friendly ways. (I saw a guy with his dog and they gave them a doggy treat. It's corporate-wide I guess!)","review","oTOKjMshSPbPjkqsjnSKlw",0,0,0,"Dutch Bros. Coffee","Food,Coffee & Tea",3,9,2,3,6,3,3,5,12,10
"0toRfjZGEcAjEQDrpRl4sA","2014-09-16","PMaZR7difWjIzpl2iMVYZw",5,"Not one of my usual places to go, but happened to see it a couple weeks ago and lucked out to be nearby again this past weekend. I decided to stop in to 'look' while my husband went to the bike shop. They were close to closing up but let me in anyway. Very nice, polite and helpful staff. I immediately started drooling over the cupcakes. Asked for recommendations since they all sounded delicious. The girl behind the counter suggested the Butterbeer cupcake as one of her new favorites, I love HP so that one was definitely on my list. Also suggested the Salted Caramel Macchiato over the Salted Caramel, since it had chocolate as well. I got both of them to try.

Took them over to a friends house to split and boy were they yummy!! The cupcake itself was delicious, great texture too. The frosting was amazing, not super sweet with great flavor and very creamy. The Butterbeer was made with butterscotch (not a huge fan here) but was absolutely delicious.

Can't wait to go back! Especially to try those guava pastelitos I keep reading about!","review","LVrYe7eQFopbb7VBYGjFjQ",0,0,0,"Suarez Bakery","Bakeries,Food,Coffee & Tea",0,4,1,0,7,0,1,4,4,11
"vW4G1hwiW6LkuhAfbeRfqg","2011-08-05","D4A1opw8_xHrkWjAakcmqg",1,"The food was not very good. It is also quite expensive - $15 for an omelette and $14 for bacon and eggs. The cheese on my omelette was dried and hard instead of soft an melty.
The menu that is posted outside does not match the menu the hostess gives you. Booooo.
Do the waitstaff a favor and read the menu. If English is your native language, don't ask what's in the crepe when it's listed. Waiter was friendly when taking our order and then he disappeared.","review","qM1K-k5EJEzqVNpqEjZADw",0,0,0,"Le Cafe Ile Saint Louis","Food,Coffee & Tea,Breakfast & Brunch,French,Restaurants",0,2,0,0,3,0,1,3,0,3
"Mb46iSlA4qmTwXf-WrqtQA","2009-02-04","NsctmxvEzPtWTQB5VhTMsg",4,"Been coming here for a long time.  Coffee is decent, can't speak to the froofy stuff, I stick to boring black.  Generally not too busy (unlike Lux), free wi-fi, great music, plenty of seating with a few not very appealing chairs on the sidewalk outside.  Never pretentious.  They always feature a variety of artists, and offer more local music and open mics than most places.  This place supports Phx artists, makes me happy to support them.","review","zsBmBMbZhPuWKueEyKoI1Q",0,0,0,"Mama Java's Coffee House","Food,Coffee & Tea",0,4,0,0,3,3,0,1,2,6
"_B1Q6lSkcWSSTVs8w4xv5A","2007-12-18","zeDO_6lRDfqhaFjZ9ipRGQ",4,"Seriously, we stepped in here for one last drink before crawling into bed with happiness over the yummy food from Mesa Grill.  HOLY THROWBACK! It was great people watching! Mostly this is the old fart bar looking for a hooker or several ladies of all ages looking for a sugar daddy. It was the best entertainment in a while! More collagen and lipo than Hollywood!
The drinks were good but since we were in Vegas they were of course way over priced.  The bartenders were really nice and always kept us in liquor without too much asking. This bar is right off the lobby so you get to watch tons of people doing really great touristy stuff.  If your a people watcher this is the bar.  The piano guy is pretty good too.","review","x7kYBgKwjKrpgZcd6hQLeA",0,2,0,"Petrossian Bar","Food,Bars,Coffee & Tea,Nightlife,Lounges",1,6,0,1,7,1,3,5,1,8
"IjNYvtlJznacI9FEm7yG0g","2013-12-17","sBQLtcDFKvycY0jaXQnR_w",4,"I love Peet's Coffee from my frequent trips to the west coast, so while I was sad to see Caribou go, I was happy to welcome Peet's into the Waterworks! The coffee is as great as always and the staff is friendly. However, the decor inside since the renovation and transition from Caribou is not as cozy. It isn't as welcoming on a cold winter day, which makes me sad. Still, the coffee is delicious and that's ultimately what I come in here for!","review","JLS56V5lhErpFUjZ8N8VrA",0,0,0,"Peet's Coffee & Tea","Food,Coffee & Tea",0,4,0,0,5,0,0,2,1,7
"FzeYyIca3Bw8mS4MeUUAGw","2014-10-23","ndz0bFW-5y-OotRw-3gcaA",4,"Probably the best croissant you'll ever have! As other reviewers have said, this place is not cheap (what really is in Vegas?) but the atmosphere is clean and bright. Service is friendly and efficient. Most bakery items in their case are about $5 each, including the croissant. I had a croissant two mornings in a row due to the amazing quality and taste. Very flakey on the outside, soft and buttery on the inside. For $5 it was gigantic and filling enough to hold me over until lunch at my convention. 

A friend I was with had the chocolate croissant twice and said it was also delicious. Another friend chose an egg filled breakfast panini ($14) and was not impressed. 

If you are looking for a treat for your tastebuds, enjoy a bakery item from Va Bene!","review","G3zfUwP3snfb5YLTfRCJVA",0,0,0,"Va Bene Caffè","Food,Desserts,Coffee & Tea,Cafes,Restaurants",2,5,1,2,8,2,1,8,4,14
"lktu5JPDlQUG-7cV7gOzDQ","2011-01-09","Exe9ylMgZ9DKVXUdKAoV7g",5,"i'm a socialphobe so the fact that you couldn't get the cappuccino to go was a little disheartening but also slightly humorous. especially after reading the sign on the wall about it. anyway, my gf got the capp and i got the chai latte. holy sh*t! i have never had a chai like that before. that milk was insanely creamy. hands down, best i have ever had. the capp was good but i don't know if it is worth torturing myself over. if we can get the latte to go ( which i think you can), than that will work perfect. for sure, blows away any coffee chain. and for me, the best i have ever had. the staff was super friendly. and the side bar where you can watch from was pretty neat.","review","-2R5j1KShy_WekhvCUEB1w",0,0,0,"Cartel Coffee Lab","Food,Coffee & Tea",0,5,0,1,5,1,1,5,1,8
"tD_DOWa2DitPuENvzaO0-Q","2013-10-11","NMi55vEcSqeCP5LTVKvn2g",1,"I spent 5 pounds to bought a cheesecake and tiramisu, the tiramisu is sooooo sweet taste, and the cheesecake can not take any cheese flavor, the cake it's so hard not soft at all.. be honest, these two cakes is the worst cake I had so far. just ate little bit, then I throw it away.. : (","review","5CpiSlcO588zSWh3ImXaOg",1,0,2,"Cafe Truva","Food,Coffee & Tea,Mediterranean,Restaurants",1,1,1,1,2,1,1,2,2,2
"EXmWz2eaKTGNIf3FJUlVZA","2009-10-07","6k4NSdvtoCRIbwsUKg1Hsw",5,"YUM!

I can't even taste the coffee...their mochas taste like chocolate milk. And I can guarantee there is some caffeine in it because I don't go though withdrawls during the day. And I don't even need to get out of my car to get it? SIGN ME UP!","review","eRhqwWWYneA3Wr_WYbmVGw",2,1,2,"Dutch Bros Coffee","Food,Coffee & Tea",0,1,0,0,1,0,0,2,0,2
"MbrG2h5sEH-V3AkQYcX8Sw","2012-11-08","BsTCx9qhj0j6F6eUa7Wefg",4,"Something about this Starbucks...I've never had a long wait. Ever. and the service is nice.","review","C3gwYFhIqhdubl9OZVjBew",1,0,0,"Starbucks","Food,Coffee & Tea",0,2,0,0,0,0,0,0,1,0
"DmkTDze8ruJr6o2f5GAvJA","2008-07-16","SII4CGsiFKWvfCyiO8oaAQ",4,"I was feeling down yesterday--I needed a fix, and fast. Fortunately, as I was driving east on Thomas, what should appear on the right but a new pusher shop for what I'm addicted to--chocolate ice cream. I quickly ducked into the tidy little Pink Spot and looked over the selections, looking to feed my addiction.

I settled on the old reliable, made from dark roasted cocoa beans sez the tag, to satisfy my craving. [sorry, I'm just not into coffee ice cream, thanks anyway!!] The nice lady crammed a humongous scoop of the Dark Cocoa Brown confection on a plain cone [my fave!], and she even put the whole thing into a cup for me so I could drive off with my fix. 

That said--the selection is kind of thin, it's like a Fresh & Easy version of an ice cream joint. It's in the old Willo candle store, so you know there's gonna be at least some parking. $2.95 for a big scoop of ice cream was a bit stiff IMHO, but when you're jones'ing for an icy chocolatey treat, no cost is too high.

Next time I'm gonna try a sundae...looks like there's plenty of chocolate fudge sauce for my addictive cravings.","review","Aggpf1EWooD85fhOhoRxPg",3,3,3,"Pink Spot","Food,Ice Cream & Frozen Yogurt,Coffee & Tea,Breakfast & Brunch,Restaurants",2,11,2,2,9,4,6,6,5,11
"mOwAbR9_RgBQuFtr71UtzQ","2014-04-23","bTTSYwBc-1emfKT5HtNAkw",3,"The baristas are friendly and the coffee is tasty but DO NOT go here in the morning if you are trying to get somewhere on time. The drive-thru and parking is a mess!","review","ePP_QT3wFS0exU_2Ax3SUw",0,0,0,"Starbucks","Food,Coffee & Tea",0,2,1,0,1,0,0,1,1,2
"J03-sidamKAOp5VXazzt-g","2013-08-07","p4DKO4dZvbGUYrV6cjpnyA",2,"While this Starbucks is clean and the baristas are pretty friendly, expect a long, long wait for your coffee during peak times.  The first time it was slow, I thought it was a fluke (not a peak time, but still not quick).  The second time I came, they had only one barista making all the drinks and about 10 people waiting before me (when one wasn't busy at the register, he was back getting food around), some with 4-5 drinks.  After waiting over 15 minutes, I asked about my drink.  Apparently someone with multiple drinks came and took it.  Luckily, the barista quickly whipped one up for me.  

Some of the fellow customers there were exceptionally rude to people waiting for their drinks (as well as being rude to the baristas).  I hate to say this, but most of the people waiting have to get to work - CHILL OUT!  Parking is a nightmare and people are cutthroat for the spaces near the door.  If you don't mind that, it's a pretty standard Starbucks.","review","DK2gGNdN3ihOu_uwt2AgLg",0,0,0,"Starbucks","Food,Coffee & Tea",2,9,1,3,5,1,2,7,4,7
"HPQ9AnscJUPT_wvHOc5Itw","2013-08-29","bQHRFyDYANw83asOHcZYVA",3,"Happy to report I have since been to this Starbucks (twice) and can say it has been a much better experience in the drive thru and inside. :)","review","vSDax-wHgIWG3I2IqquhuQ",0,0,0,"Starbucks","Food,Coffee & Tea",0,1,0,0,1,0,0,1,0,1
"qKveGgmo0xRqNVf60ww3_g","2010-05-01","8XavB6KCVoOE4iq_9bkrcg",4,"Finally... a coffee/light lunch place that's a little bit different from all the millions of others in this area.

Yes, they do cakes, pastries, coffee and tea. But as far as I know this is the only swiss café in Bruntsfield, which means that instead of the same old muffins and cookies you get in most other places, here you get stollen and pretzels. What's more, this place prides itself on making everything from scratch and on-site, or rather, ""Qualität aus Meisterhand"" as they put it.

The other great thing about them is that they'll also bake you an entire cake exactly to your liking if you order in advance. So next time you're trying to show off your domesticated baking skills, but accidentally forget to turn the oven on or use the wrong type of flour, this place will save the day.

My only criticism? It's too far from my new flat!","review","OTQ68fm6EtcPD2n0g6Y2mQ",1,0,1,"Falko Konditormeister","Bakeries,Food,Coffee & Tea,German,Restaurants",1,3,1,1,4,1,3,4,3,4
"jCUOqEK8Lln0PK3GeUl6IQ","2011-02-24","gg_1sFIXzFce1KBJC56Q8Q",4,"-Weird smell when you first walk in...what is that? Rotten wood?

-SERVICE: friendly, helpful, and eager to please.

-COFFEE: Pretty good! Decent prices (in line with any other coffee place).

-AMBIENCE: Looks hip & comfy, but I didn't hang around.

-PARKING: convenient.

-I would come back for sure if I was in the area.","review","CCHwJoIWLRhxqIcwRJW6ag",3,4,4,"Copper Star Coffee","Food,Coffee & Tea",1,4,2,0,5,0,2,5,2,7
"kjNQIbcVxCcZJFpTUYvE9w","2010-08-17","E96LW06RsbXL7G03TSuAqQ",2,"I only decided to eat at this restaurant due to its good ratings on Yelp... I was disappointed to find that the food was sub-par. I thought I would be having some magically delicious waffle... I did not find it to be magical at all. The waffles are big and somewhat tasty. I think it's the butter, not the syrup, that makes it good. The supreme pizza waffle was a bore... I didn't bother to finish it. I was happy to find that they had boba drinks (odd for a waffle place, right?), but noticed they were pricier than my favorite standalone boba location. It was $4.50 for a large Thai tea w/ boba. Again, it only tasted okay. (I would gladly pay $5 for super tasty boba.) Even though I received a stamp card, I won't be coming back here.","review","GhFrTrE3xGzb4jO5ReSloQ",2,0,4,"Waffles Cafe","Food,Coffee & Tea,Breakfast & Brunch,Restaurants",5,7,1,1,8,4,4,6,7,13
"bZYIXo5xX4qCj69Lq4pW-Q","2014-10-19","qWcLlQUTWirl1lwYLaOqpw",4,"I used to go to hurt cafe, but now I have found a place with amazing espresso which is local to me and more convenient. Even if the service was terrible I would still come here because of the quality of the bean , however the service has been great so far and I am happy","review","4cW_6-rH5uPix1XlhxC7vg",0,0,0,"Starbucks","Food,Coffee & Tea",2,1,1,2,2,2,0,2,2,4
"5ambRqdTJt9vGwFzVI9HBw","2014-05-21","6lw93IyC7bTiK3yLU7J7tA",3,"The coffee is good but the morning staff needs to cheer up. Smile once in awhile!","review","bW4c4UrHI0s8P-LJZUoebQ",0,0,3,"JoBot Coffee","Food,Coffee & Tea,Creperies,Breakfast & Brunch,Restaurants",0,2,0,0,3,0,3,3,0,3
"F-ZOeAK1v7e5Rt2Mv5rVMw","2012-11-23","0lA6ytAp2gcXAoclho5iTA",5,"This place is hip. Staff is very personable and friendly. Coffee makes me wish Starbucks was just a bad dream. A+","review","JkO5lXKzc7M0MJcojgvy4g",0,0,0,"Echo Coffee","Food,Coffee & Tea,Sandwiches,Restaurants",1,1,1,1,1,1,0,1,1,2
"raqYREIyRhb4HYiOqBiHNw","2014-06-21","ZFdqrdYiak5z4uj84gTUsQ",4,"I always enjoy my time speaking with Sherman at Averys Coffee. It's a pleasure to see his shop grow, hear about his vision and passion.  In the short time I haver been in the Valley I have learned that it is the vision and passion of the independent establishments that makes Vegas a gem that shines well beyond the Strip.","review","UKq38-9aOgEbJojosyS8gQ",3,1,3,"Avery's Coffee","Food,Coffee & Tea",0,8,0,0,5,1,0,4,1,7
"h2qjuP65Qgyoo0t1bnp4jA","2013-11-23","Wba66mSBW7MAL8Ex6RuxJg",4,"I don't know what everyone is talking about. If you come in the early morning rush hour, it will be busy and drinks will take longer. People want the baristas to be very quick yet welcome the customer and chit chat-- just can't be that way people. Anytime I have gone in, the staff has been friendly. If I am in the drive through, they try to get me out of there quick and complete my order. You can't blame the staff for indecisive and snobby customers. Only problem I have here is that it's usually a little dark and unwelcoming inside so I feel sleepy when trying to do homework lol.","review","AybiHxD0SXYtYOd4oP5yPA",0,0,0,"Starbucks","Food,Coffee & Tea",1,1,1,2,1,2,0,1,3,2
