"business_id","date","review_id","stars","type","user_id","votes_cool","votes_funny","votes_useful","name","categories","city","state","industry","sentances","totalSentBING","meanSent","negCount","posCount","percent"
"A3aQ5JMFfUn3rG5_z6kMKA","2014-08-17","A76FlQG_boTSHPKg8GO0cg",2,"review","2ThnimB5Bvw6Rfjf7Dkq2Q",0,0,0,"Starbucks","Food,Coffee & Tea","Las Vegas","NV","Coffee",11,1,0.0909090909090909,4,3,0.571428571428571
"A3aQ5JMFfUn3rG5_z6kMKA","2014-10-23","CY8jmBc31cXo6B-eWHPXdg",5,"review","evJwTRsNYoRwpOQt_HYx_A",0,0,0,"Starbucks","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,4,1.33333333333333,0,3,1
"a3F3y4qOUOyPS0Qc-HM5Mw","2010-06-29","m8kJaYSbsga1BWf7xgJQ5w",1,"review","a5q6s4Lm5LpXb7662LDccA",0,2,0,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Phoenix","AZ","Banking",1,0,0,0,0,NA
"a3F3y4qOUOyPS0Qc-HM5Mw","2011-05-25","eWecd-ELSMzOSSfwdiSv3g",4,"review","wqQ-50Sjf9ol3SYaPbA1YQ",0,0,0,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Phoenix","AZ","Banking",1,0,0,0,0,NA
"a3F3y4qOUOyPS0Qc-HM5Mw","2011-08-19","VnzNWXdvjy83qBYjwizmqw",4,"review","34gJ_KlP3RM6jotNT6TcDQ",0,0,0,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Phoenix","AZ","Banking",8,4,0.5,0,4,1
"a3F3y4qOUOyPS0Qc-HM5Mw","2013-08-23","N5n2IgQXn0_PXRkjg_xuNQ",2,"review","NvDR3SPVPXrDB_dbKuGoWA",14,13,14,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Phoenix","AZ","Banking",11,2,0.181818181818182,3,4,0.428571428571429
"a3F3y4qOUOyPS0Qc-HM5Mw","2013-10-28","vIGb3W3lx97TsLEMi2Gwjw",2,"review","VBYo656T3y1VN4M7cfUhPw",1,0,0,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Phoenix","AZ","Banking",5,0,0,2,1,0.666666666666667
"a3F3y4qOUOyPS0Qc-HM5Mw","2014-02-18","oUW3pvCV2EyG6MdXBHLeYA",2,"review","rRVzKWAcHONxKqkXktj7xg",0,0,0,"Wells Fargo Bank","Banks & Credit Unions,Financial Services","Phoenix","AZ","Banking",12,10,0.833333333333333,2,8,0.2
"A3Xl5pQtop0On6bu1CR19g","2012-11-13","naFEUEK-IqnhH43O_P1ADg",4,"review","h6ANB0LnT4vAELRSj_uAOg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",6,-2,-0.333333333333333,3,2,0.4
"A3Xl5pQtop0On6bu1CR19g","2013-03-03","NXoLyGvIVHIp-QCkOWHGuw",4,"review","AKvEiRlf-6vJnM0uZ1nq3A",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,4,1,0,3,1
"A3Xl5pQtop0On6bu1CR19g","2014-05-14","jjSoj1utzGS_ENBwQXabNw",3,"review","ovzXqT-2ZBaKX282t8WrIg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",10,6,0.6,1,5,0.166666666666667
"A3Xl5pQtop0On6bu1CR19g","2014-08-06","2UvEYOQTi9Y8Mh-xVydl3A",1,"review","f2hZtjyO0--QCVKWbymVjg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",2,1,0.5,0,1,0
"A4yXrOKYi1nmgUypzcgvgw","2014-01-02","EGpKj6KMsjymCcJDWMeMBw",2,"review","wqGp2tYoS8xsQeFeYpyfeg",0,0,0,"Men's Wearhouse","Men's Clothing,Fashion,Shopping,Formal Wear","Mesa","AZ","Clothing",8,2,0.25,0,1,0
"A4yXrOKYi1nmgUypzcgvgw","2014-06-03","v2lxCG1rybp-HObSrIVWjg",5,"review","0opYZUU5nZNh8nVa439mkA",0,0,0,"Men's Wearhouse","Men's Clothing,Fashion,Shopping,Formal Wear","Mesa","AZ","Clothing",8,2,0.25,0,1,1
"A4yXrOKYi1nmgUypzcgvgw","2014-12-10","RyGPcrwNhe4Ld0C23WF4KA",4,"review","ohHqMn7MTn14F0oV3PnpBQ",0,0,0,"Men's Wearhouse","Men's Clothing,Fashion,Shopping,Formal Wear","Mesa","AZ","Clothing",2,2,1,0,1,1
"ab2GBKl9dwPBGj_M0dliJA","2010-07-18","osoOhmtvMHvKBVH0JtNRbg",5,"review","CSSgq8v_wwZPSB8xWxDcig",1,1,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",2,3,1.5,0,1,1
"ab2GBKl9dwPBGj_M0dliJA","2010-12-23","f2U-qUUgZtmVmBTr81kLtQ",2,"review","uJ1NGgNQvWbHZ7Zxm4EfKA",1,0,2,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",14,7,0.5,1,5,0.166666666666667
"ab2GBKl9dwPBGj_M0dliJA","2011-03-09","-BIc3UGtc7d7jNmJ266WlQ",3,"review","kSV2NJ2jsj5qssaF6ANqew",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",1,0,0,0,0,NA
"ab2GBKl9dwPBGj_M0dliJA","2011-05-01","WYWr9tDhAR40ee1XsU5pPw",4,"review","sQMToZuHRO4NcLv_lF5pJA",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,2,0.5,0,2,1
"ab2GBKl9dwPBGj_M0dliJA","2012-03-03","i-KIEAhaVmRKb-qLV_f4Hg",3,"review","VhI6xyylcAxi0wOy2HOX3w",1,1,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",7,2,0.285714285714286,1,2,0.333333333333333
"ab2GBKl9dwPBGj_M0dliJA","2012-07-18","U6IcXdxH3tHxZwHRiBudoQ",3,"review","wJM8QJGoj_nVawZX7xzicg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,6,1.5,0,4,0
"ab2GBKl9dwPBGj_M0dliJA","2012-08-05","YxHz_DKhGPBz6KKdAQHWmQ",3,"review","s9I4KMcrHKki44g_eTrYqQ",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,3,0.75,0,2,0
"ab2GBKl9dwPBGj_M0dliJA","2012-10-25","VrLIkVH_eCpp6oJaib8pjg",4,"review","PM2jXrlVzik1jDwwahLJJQ",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",6,11,1.83333333333333,0,5,1
"ab2GBKl9dwPBGj_M0dliJA","2013-03-18","vNRL7QodY7QgAz8YJOMrow",5,"review","7OTVbAeeIhVcKtE7qb-Ghw",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",2,3,1.5,0,2,1
"ab2GBKl9dwPBGj_M0dliJA","2013-04-23","xuvHOuLbFRmKlNVtwI8v9g",2,"review","fQSf3leo1h4yN5kWzbIzag",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,2,0.5,1,2,0.333333333333333
"ab2GBKl9dwPBGj_M0dliJA","2013-04-27","DhFkI7RP6COQlvl9DiL_3g",4,"review","_d7JPhUHOhEYXwBVvifpHQ",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,5,1.25,0,2,1
"ab2GBKl9dwPBGj_M0dliJA","2013-07-21","yRxs-YkLUvYhglLcFH9APQ",4,"review","vE4TIv-AEsFalZ4faTRH-g",0,0,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",8,3,0.375,1,4,0.8
"ab2GBKl9dwPBGj_M0dliJA","2013-08-06","KqSZpHvXYWo8zdKpEgwyDg",5,"review","zBu-CNjV5VsopNtnvhvzmg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,4,1,0,3,1
"ab2GBKl9dwPBGj_M0dliJA","2013-11-15","dHblxiCDBAdH6KkDMYrdRw",3,"review","thaMYj-b1OBn8ympVdpRkg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",6,-1,-0.166666666666667,2,2,0.5
"ab2GBKl9dwPBGj_M0dliJA","2013-12-20","XbmsyPeQpHDKTlkYMtdsGQ",5,"review","tuzZ1QAU0P75BOI4iwoLgw",1,1,1,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",2,5,2.5,0,2,1
"ab2GBKl9dwPBGj_M0dliJA","2014-02-07","KeAtKNqnPk-l0bGZhxxSMQ",3,"review","Kybm9SJyOfEgDAXFUPRdCQ",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,4,1,0,3,0
"ab2GBKl9dwPBGj_M0dliJA","2014-03-24","LSLH8BwB9nCCxAscRARllg",5,"review","ba1N9pWCP9_BkoOD7FBRPg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",4,8,2,0,4,1
"ab2GBKl9dwPBGj_M0dliJA","2014-04-08","Q2jy7NF8yqtf5Uebwa6z0Q",2,"review","s9I4KMcrHKki44g_eTrYqQ",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",2,2,1,0,2,0
"ab2GBKl9dwPBGj_M0dliJA","2014-10-15","qFGhQzu6Uu-w9tlY25VpSA",4,"review","lePr71n07wFDi4kuSn3Lyg",0,0,0,"Starbucks","Food,Coffee & Tea","Charlotte","NC","Coffee",10,6,0.6,2,5,0.714285714285714
"aDkhEsyu-Ua3pHflHU4GRg","2012-01-31","kq2xXRXDbVVtWzUBot20XA",5,"review","pfrGhASSk9MW1KogIZMqrQ",0,0,1,"Chase Bank","Banks & Credit Unions,Financial Services","Henderson","NV","Banking",4,5,1.25,0,3,1
"aDkhEsyu-Ua3pHflHU4GRg","2013-07-03","r-JzNKNtV30Dfs7ft4qPmA",1,"review","TBbME7IpGfOOcB1uFOLjDQ",4,4,6,"Chase Bank","Banks & Credit Unions,Financial Services","Henderson","NV","Banking",16,4,0.25,3,6,0.333333333333333
"aDkhEsyu-Ua3pHflHU4GRg","2014-02-24","TDrHGKLLzGvxCWgko4CNlA",5,"review","683NBQtcZw4W9yHkKZSZ8g",0,0,0,"Chase Bank","Banks & Credit Unions,Financial Services","Henderson","NV","Banking",4,5,1.25,0,2,1
"AdkS2b4_0le022OtAl-WjA","2013-02-04","f4hGrkKBxzuVDpwCMk8CYQ",4,"review","NAohdbmsThewbeUkMMBohg",4,3,5,"Starbucks","Food,Coffee & Tea","Gilbert","AZ","Coffee",10,5,0.5,2,5,0.714285714285714
"AdkS2b4_0le022OtAl-WjA","2013-12-24","iNQ1kV2zOLieustMLiZciQ",1,"review","LZZlY3Dv3ZI-0Yuzdz4kxg",0,0,0,"Starbucks","Food,Coffee & Tea","Gilbert","AZ","Coffee",2,-1,-0.5,1,0,1
"AdkS2b4_0le022OtAl-WjA","2014-05-30","nmNOxSCgcs6gJ4sA_AgW6w",1,"review","cxE34d5Dbhbjdu8JKy7cNg",0,0,0,"Starbucks","Food,Coffee & Tea","Gilbert","AZ","Coffee",4,-1,-0.25,1,0,1
"AfRxSsliEXNp05w4ce4D0w","2013-08-20","b2qmMvWKvju9Oz73oFyYTQ",5,"review","hORy0O17fXiPM5g_ouY3-A",1,1,1,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",5,8,1.6,0,4,1
"AfRxSsliEXNp05w4ce4D0w","2013-10-29","CbmC9L5TOO1utTssmJUgFA",4,"review","A9S8rLw35WF4sMCoCYrl3A",0,0,1,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",6,2,0.333333333333333,0,2,1
"AfRxSsliEXNp05w4ce4D0w","2013-12-27","TzhvO2KX26sOBDAC_WXZSQ",3,"review","sSHE2wKtDI8TLy9m2-x6uQ",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",5,5,1,0,4,0
"AfRxSsliEXNp05w4ce4D0w","2014-11-29","ZDGK5eIq9eYijQXMyd5lHA",3,"review","GlyZqaff1iXpY91JH9gYcA",0,0,0,"Starbucks","Food,Coffee & Tea","Phoenix","AZ","Coffee",16,7,0.4375,2,8,0.2
"aFwxaXspT680-SGlKuARYg","2007-12-04","sn3cJOLRAaDMH6c-TOWKLA",4,"review","CNZyVl4ILOgaHZ0IfRjZTA",0,1,0,"Starbucks","Food,Coffee & Tea","Concord","NC","Coffee",2,4,2,0,1,1
"aFwxaXspT680-SGlKuARYg","2008-09-30","fMQMGGLdDPf7M3EJV9SKEw",3,"review","QkKGGS2pTDJCqXgcQUM41g",0,0,0,"Starbucks","Food,Coffee & Tea","Concord","NC","Coffee",7,4,0.571428571428571,1,5,0.166666666666667
"aFwxaXspT680-SGlKuARYg","2010-08-10","nzrikhMCmXRqsqtN5qjwuA",2,"review","l8AOgFmckQJ0cwY2e_RoLQ",0,1,0,"Starbucks","Food,Coffee & Tea","Concord","NC","Coffee",5,1,0.2,2,2,0.5
"aFwxaXspT680-SGlKuARYg","2011-08-09","tGB0mVpvxtBslREGjxL6gQ",1,"review","MH_ELk6XcepQskt9FNJ0ZQ",0,0,0,"Starbucks","Food,Coffee & Tea","Concord","NC","Coffee",4,0,0,1,1,0.5
"aFwxaXspT680-SGlKuARYg","2011-11-22","DF9qFh_IHlU5iphNm8Iikw",3,"review","_X0Xt2z5Q7GESxxRzvy4_g",0,0,1,"Starbucks","Food,Coffee & Tea","Concord","NC","Coffee",9,5,0.555555555555556,0,4,0
"aFwxaXspT680-SGlKuARYg","2014-10-13","n0MUf14HEF56bjC62WdAgw",2,"review","xLYVUHpdInzgpEAlp6-6Xw",0,0,0,"Starbucks","Food,Coffee & Tea","Concord","NC","Coffee",5,4,0.8,0,2,0
"AgguxpJ1Xw1Rk7F4r-RTlQ","2014-08-16","ZtPZp8_vrp8G5hlbFXruXw",5,"review","tOm1mQutc-UW9H4ME1HToQ",0,0,1,"Dunkin' Donuts","Food,Donuts,Coffee & Tea","Brentwood","PA","Coffee",3,0,0,1,2,0.666666666666667
"AgguxpJ1Xw1Rk7F4r-RTlQ","2014-12-12","XDLer6IuQUircCy8ucDTuQ",2,"review","xHDuNWPNO_2R2nlQ4w10BA",0,1,0,"Dunkin' Donuts","Food,Donuts,Coffee & Tea","Brentwood","PA","Coffee",13,4,0.307692307692308,1,5,0.166666666666667
"AgguxpJ1Xw1Rk7F4r-RTlQ","2015-01-04","udqXuSqjurRs6Yj769P7SA",1,"review","k1btx_ToqOGT2Ykddkazdw",0,1,0,"Dunkin' Donuts","Food,Donuts,Coffee & Tea","Brentwood","PA","Coffee",5,-1,-0.2,1,0,1
"aHUz8Npmmik5GxgooUoz_g","2007-01-12","prTcNERx6ipsnGdqVXlAxQ",5,"review","W_Cy_GTwJGWfyg2_W6S6jg",3,1,2,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",7,1,0.142857142857143,1,3,0.75
"aHUz8Npmmik5GxgooUoz_g","2007-06-18","v-M1cKW9W_pl048GDXvuUg",4,"review","4Kueh63MuKvUVoO2jahFGw",2,0,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",6,12,2,0,5,1
"aHUz8Npmmik5GxgooUoz_g","2007-09-28","YFgwiOxxG_CMMe3QbcB17g",5,"review","huwCmBd0GNoUbvcUjNIqGw",0,3,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",8,6,0.75,1,4,0.8
"aHUz8Npmmik5GxgooUoz_g","2008-05-04","2ELDe0GRwvRkR3tx2N5ZwQ",5,"review","VY4LU6cA25JTQM0nkI75-Q",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,5,1,0,5,1
"aHUz8Npmmik5GxgooUoz_g","2008-09-08","Xi89gZYZasdfuMbXkvIjEg",4,"review","jsKf1wTMgDFyfLEvTp9CdA",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",2,0,0,0,0,NA
"aHUz8Npmmik5GxgooUoz_g","2008-11-07","NMwFFN8k8WdMirb0As3HwQ",5,"review","eOBvN22GfIAUETEthSvNVQ",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,2,0.5,0,2,1
"aHUz8Npmmik5GxgooUoz_g","2009-01-25","T8yAHiSmvTG6FVEgWj5NkQ",5,"review","VH16pzDUZ763trRZirqT5w",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",10,10,1,0,9,1
"aHUz8Npmmik5GxgooUoz_g","2009-03-30","I60Gfd9Mruc4B6iFWPVQvw",3,"review","ps8ias_o1l98978Y4hAzJA",4,0,3,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",6,6,1,0,4,0
"aHUz8Npmmik5GxgooUoz_g","2009-07-06","wC1oanIDRYJZXaAZKa1siw",4,"review","izOhPZV7mnpLEBiqLPTMaw",0,1,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,4,0.8,0,3,1
"aHUz8Npmmik5GxgooUoz_g","2009-10-01","sIWg0eX_kgLxGlfcEHtwmA",4,"review","Qo39PTFwbFf5-eyJA5Acjg",5,5,6,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,3,0.75,1,3,0.75
"aHUz8Npmmik5GxgooUoz_g","2009-11-10","R9Rdkt4-HcAo9Y4wLSZsMg",3,"review","5663s_8d6zqCXh4CS8a0LA",2,2,2,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",14,11,0.785714285714286,2,9,0.181818181818182
"aHUz8Npmmik5GxgooUoz_g","2009-12-07","zm-n3nChcxrLK7Rq9RugMA",2,"review","J3wXKA-dlUgFlCOOCppnKw",3,1,3,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",7,3,0.428571428571429,1,3,0.25
"aHUz8Npmmik5GxgooUoz_g","2009-12-10","kysOY8RPcMgL1nZodwjGQA",2,"review","ZW7oLADt3iMhjXloUHJ7mA",1,1,2,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",7,-1,-0.142857142857143,2,2,0.5
"aHUz8Npmmik5GxgooUoz_g","2010-03-01","J7kUSotjQSsxjoSz1HzIWg",5,"review","glRXVWWD6x1EZKfjJawTOg",1,0,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",7,4,0.571428571428571,1,3,0.75
"aHUz8Npmmik5GxgooUoz_g","2010-04-08","8dnJRYfROAjLBdCTZAjIBg",1,"review","qGuS9Pfn5qfhWE-8dCRaZA",1,1,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,-5,-1,3,0,1
"aHUz8Npmmik5GxgooUoz_g","2010-08-08","FF9Q34OB063wZGDQBz7Avw",3,"review","j7WinLXLNBXVkwQCEHF64g",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",6,9,1.5,0,6,0
"aHUz8Npmmik5GxgooUoz_g","2010-10-05","6Qo52UbXZqkv5ETYYYj48A",2,"review","xsavzkTWCziXDQwXeZt3iA",1,0,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",1,0,0,0,0,NA
"aHUz8Npmmik5GxgooUoz_g","2010-10-09","mz6-8nw3SXApNXkfJUjUwg",3,"review","F-ywUsazmLAzXZqWGhSFuw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,0,0,2,2,0.5
"aHUz8Npmmik5GxgooUoz_g","2010-12-10","bQpS72Ehq9al12YLnX5WHw",5,"review","FURmCvt3x2WJI8ZCtdsMmw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",2,2,1,0,2,1
"aHUz8Npmmik5GxgooUoz_g","2011-01-12","-wkFZ1M230-5rLERMeRssw",3,"review","_cdM8vgagBmo3S2PcAycYQ",3,2,3,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,5,1.66666666666667,0,2,0
"aHUz8Npmmik5GxgooUoz_g","2011-01-25","U6vhYTHNgUYmjyneHCPS6A",2,"review","E-XJsunrcVWNDraU3enRCQ",2,2,2,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,1,0.25,1,2,0.333333333333333
"aHUz8Npmmik5GxgooUoz_g","2011-03-31","8vJ7ml9A_CmjylUvjXsRHA",5,"review","XYLZ7sjQR18XtngHTC05Xw",0,0,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",15,0,0,3,2,0.4
"aHUz8Npmmik5GxgooUoz_g","2011-04-26","S4Yg0zOr40XSg0NVuom5KQ",5,"review","JJBeWe4JIeO0cPJe8V4vBg",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,6,2,0,3,1
"aHUz8Npmmik5GxgooUoz_g","2011-06-09","B6Az6Lgy-uX6pWSiwO6eug",1,"review","tDLjOXGfAVrpf76HS7KL3Q",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,-2,-0.4,2,1,0.666666666666667
"aHUz8Npmmik5GxgooUoz_g","2011-06-27","l383oO9Zb2QE7_Q8xz1pVA",2,"review","jqiDWycSAWIhSHIfN_PjAw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,0,0,2,2,0.5
"aHUz8Npmmik5GxgooUoz_g","2011-07-18","DPBBxk3g8z-Qq2l8E8M0fg",3,"review","7f6DRcbn4oCdl4VT36ieeQ",0,0,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,1,0.333333333333333,0,1,0
"aHUz8Npmmik5GxgooUoz_g","2011-08-08","onzrQoHDqTNvGPJHP-D-KQ",4,"review","AUw1_IAC_gAJPpoMu48Oqw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,0,0,1,1,0.5
"aHUz8Npmmik5GxgooUoz_g","2011-10-09","Ycc1_t7jcesxPcON6UNFwA",1,"review","HmyckLizRXA8tkOY_GDuTg",0,1,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,-8,-1.6,3,1,0.75
"aHUz8Npmmik5GxgooUoz_g","2012-01-22","id0IUDPpfNyDDproAPfwKA",2,"review","GFj7sT00BR_-QdgFe6Hydw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,-2,-0.666666666666667,2,1,0.666666666666667
"aHUz8Npmmik5GxgooUoz_g","2012-03-28","sXgQ03qdbdY8mAVtzBrJkA",5,"review","wnMpC24F86lc-KD8SP4V2w",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,2,0.5,0,2,1
"aHUz8Npmmik5GxgooUoz_g","2012-04-28","g9GdYX0DFkZJzmP7uAKdPA",2,"review","McLVAAsUKPo66t8VDxEnDg",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",1,1,1,0,1,0
"aHUz8Npmmik5GxgooUoz_g","2012-05-04","dUZF9V9B7k3X-6JflJ2rIQ",5,"review","54RFl9CTA1SRSS1RO7xsFw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",2,1,0.5,0,1,1
"aHUz8Npmmik5GxgooUoz_g","2012-07-02","gmPL_jYB-HCIU1YZUp2yHA",4,"review","H1tN4ITtiMj3UH83OSviiw",1,1,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",7,11,1.57142857142857,1,4,0.8
"aHUz8Npmmik5GxgooUoz_g","2012-08-09","us6n8LvJKXaRsHUEBDWDZw",3,"review","csG9rkgSMXRpxnVDjmwSNA",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,2,0.5,0,2,0
"aHUz8Npmmik5GxgooUoz_g","2013-02-23","8Bko0iNP3RTXb3WrySHzoQ",4,"review","i5FE5KHUWxsTgaOkmnyBnw",1,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",6,1,0.166666666666667,1,2,0.666666666666667
"aHUz8Npmmik5GxgooUoz_g","2013-10-20","aHvYrwf1Krtfv9KdL1SB7w",4,"review","1mxyxbAJtpI0z7rxvYly8g",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",7,8,1.14285714285714,0,6,1
"aHUz8Npmmik5GxgooUoz_g","2013-12-14","mkO6R5-HuDKfpFkfhckpAA",4,"review","1niXp25a8CoXzq-ahYKTjw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",8,4,0.5,1,4,0.8
"aHUz8Npmmik5GxgooUoz_g","2014-02-10","snoYzv_HNEYDH3oVX-VuGg",4,"review","KIKmorsGu-a86NwcoTTiTQ",1,1,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",1,2,2,0,1,1
"aHUz8Npmmik5GxgooUoz_g","2014-03-08","6pYED5PPwzuRJrhxJBW1oQ",5,"review","bTPM6wR0T6fI0zmIdNMoCQ",1,0,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",11,8,0.727272727272727,1,6,0.857142857142857
"aHUz8Npmmik5GxgooUoz_g","2014-04-18","60G_BZk-BwQEBOb_irNi2g",5,"review","seUvop77AyRna56_2cngcA",1,4,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",4,9,2.25,0,4,1
"aHUz8Npmmik5GxgooUoz_g","2014-05-31","b2zIFPbR4fB9TLNlwzdQTg",5,"review","37aZlCJIEWW6H85JShheNw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,1,0.333333333333333,0,1,1
"aHUz8Npmmik5GxgooUoz_g","2014-11-26","kk4yG8HDSiQRFqvhtcn9oQ",4,"review","XHkzCzmIAB3DnjQO7v6jww",4,5,7,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",16,15,0.9375,0,9,1
"aHUz8Npmmik5GxgooUoz_g","2014-12-17","MHGcHttDXWjICfd-lMhp6Q",1,"review","VPBrKHfP2uV70kk4t-2dfw",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",5,2,0.4,1,2,0.333333333333333
"aHUz8Npmmik5GxgooUoz_g","2014-12-23","FR0QoahNepf0D28bRD2gqQ",4,"review","V8tyOepI6C0fbN8aTu115A",0,0,0,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",3,2,0.666666666666667,0,1,1
"aHUz8Npmmik5GxgooUoz_g","2014-12-31","Q-fsRuMNG2K-Uujx8_fJAA",5,"review","ShQgHbD5DyJYgspCeR43Kg",1,1,1,"The Coffee Bean & Tea Leaf","Food,Coffee & Tea","Las Vegas","NV","Coffee",6,5,0.833333333333333,0,5,1
